id|device_id|created_at|published_at_utc|float_value|int_value|str_value|event_name
661|e00fce685f262f4ea1486367|2022-11-23 20:19:59.663634+00|2022-11-23 20:19:59.579+00|71.599998|||temp
662|250019001247343339383037|2022-11-23 20:21:56.618698+00|2022-11-23 20:21:56.542+00|92.276929|||tempA0
663|250019001247343339383037|2022-11-23 20:21:56.647305+00|2022-11-23 20:21:56.585+00||4||wifi
664|250019001247343339383037|2022-11-23 20:21:56.65259+00|2022-11-23 20:21:56.585+00|89.810992|||tempA4
665|e00fce685f262f4ea1486367|2022-11-23 20:24:59.631175+00|2022-11-23 20:24:59.607+00|71.599998|||temp
666|250019001247343339383037|2022-11-23 20:26:57.846334+00|2022-11-23 20:26:57.825+00|92.421983|||tempA0
667|250019001247343339383037|2022-11-23 20:26:57.928684+00|2022-11-23 20:26:57.907+00||4||wifi
668|250019001247343339383037|2022-11-23 20:26:57.931447+00|2022-11-23 20:26:57.907+00|90.391207|||tempA4
669|e00fce685f262f4ea1486367|2022-11-23 20:29:59.670561+00|2022-11-23 20:29:59.639+00|71.599998|||temp
670|250019001247343339383037|2022-11-23 20:31:56.557337+00|2022-11-23 20:31:56.539+00|92.276929|||tempA0
671|250019001247343339383037|2022-11-23 20:31:56.642718+00|2022-11-23 20:31:56.621+00|90.536261|||tempA4
672|250019001247343339383037|2022-11-23 20:31:56.645665+00|2022-11-23 20:31:56.621+00||4||wifi
673|e00fce685f262f4ea1486367|2022-11-23 20:34:59.696585+00|2022-11-23 20:34:59.671+00|71.599998|||temp
674|250019001247343339383037|2022-11-23 20:36:56.55543+00|2022-11-23 20:36:56.536+00|91.986811|||tempA0
675|250019001247343339383037|2022-11-23 20:36:56.633879+00|2022-11-23 20:36:56.615+00||4||wifi
676|250019001247343339383037|2022-11-23 20:36:56.635613+00|2022-11-23 20:36:56.615+00|91.116477|||tempA4
677|e00fce685f262f4ea1486367|2022-11-23 20:39:59.726958+00|2022-11-23 20:39:59.704+00|69.800003|||temp
678|250019001247343339383037|2022-11-23 20:41:56.613502+00|2022-11-23 20:41:56.539+00|92.131865|||tempA0
679|250019001247343339383037|2022-11-23 20:41:56.671067+00|2022-11-23 20:41:56.621+00||4||wifi
680|250019001247343339383037|2022-11-23 20:41:56.674396+00|2022-11-23 20:41:56.621+00|91.696703|||tempA4
681|e00fce685f262f4ea1486367|2022-11-23 20:44:59.858706+00|2022-11-23 20:44:59.833+00|69.800003|||temp
682|250019001247343339383037|2022-11-23 20:46:56.552436+00|2022-11-23 20:46:56.534+00|92.276929|||tempA0
683|250019001247343339383037|2022-11-23 20:46:56.646261+00|2022-11-23 20:46:56.625+00||4||wifi
684|250019001247343339383037|2022-11-23 20:46:56.64912+00|2022-11-23 20:46:56.625+00|91.986811|||tempA4
685|e00fce685f262f4ea1486367|2022-11-23 20:49:59.801941+00|2022-11-23 20:49:59.777+00|69.800003|||temp
686|250019001247343339383037|2022-11-23 20:51:56.550027+00|2022-11-23 20:51:56.531+00|92.567026|||tempA0
687|250019001247343339383037|2022-11-23 20:51:56.635834+00|2022-11-23 20:51:56.614+00||4||wifi
688|250019001247343339383037|2022-11-23 20:51:56.638889+00|2022-11-23 20:51:56.614+00|91.261541|||tempA4
689|e00fce685f262f4ea1486367|2022-11-23 20:54:59.827755+00|2022-11-23 20:54:59.802+00|71.599998|||temp
690|250019001247343339383037|2022-11-23 20:56:56.551329+00|2022-11-23 20:56:56.53+00|91.986811|||tempA0
691|250019001247343339383037|2022-11-23 20:56:56.684445+00|2022-11-23 20:56:56.646+00||4||wifi
692|250019001247343339383037|2022-11-23 20:56:56.686423+00|2022-11-23 20:56:56.646+00|91.986811|||tempA4
693|e00fce685f262f4ea1486367|2022-11-23 20:59:59.884342+00|2022-11-23 20:59:59.86+00|71.599998|||temp
694|250019001247343339383037|2022-11-23 21:01:56.549213+00|2022-11-23 21:01:56.528+00|92.567026|||tempA0
695|250019001247343339383037|2022-11-23 21:01:56.70284+00|2022-11-23 21:01:56.677+00||4||wifi
696|250019001247343339383037|2022-11-23 21:01:56.715728+00|2022-11-23 21:01:56.677+00|91.551649|||tempA4
697|e00fce685f262f4ea1486367|2022-11-23 21:04:59.896929+00|2022-11-23 21:04:59.874+00|71.599998|||temp
698|250019001247343339383037|2022-11-23 21:06:56.550375+00|2022-11-23 21:06:56.531+00|92.857145|||tempA0
699|250019001247343339383037|2022-11-23 21:06:56.630973+00|2022-11-23 21:06:56.609+00|91.261541|||tempA4
700|250019001247343339383037|2022-11-23 21:06:56.633627+00|2022-11-23 21:06:56.609+00||4||wifi
701|e00fce685f262f4ea1486367|2022-11-23 21:09:59.925288+00|2022-11-23 21:09:59.901+00|69.800003|||temp
702|250019001247343339383037|2022-11-23 21:11:56.546345+00|2022-11-23 21:11:56.525+00|92.857145|||tempA0
703|250019001247343339383037|2022-11-23 21:11:56.582391+00|2022-11-23 21:11:56.562+00||4||wifi
704|250019001247343339383037|2022-11-23 21:11:56.584764+00|2022-11-23 21:11:56.562+00|91.986811|||tempA4
705|e00fce685f262f4ea1486367|2022-11-23 21:14:59.961407+00|2022-11-23 21:14:59.936+00|71.599998|||temp
706|250019001247343339383037|2022-11-23 21:16:56.547814+00|2022-11-23 21:16:56.529+00|92.567026|||tempA0
707|250019001247343339383037|2022-11-23 21:16:56.584294+00|2022-11-23 21:16:56.565+00||4||wifi
708|250019001247343339383037|2022-11-23 21:16:56.591308+00|2022-11-23 21:16:56.565+00|91.696703|||tempA4
709|e00fce685f262f4ea1486367|2022-11-23 21:19:59.9848+00|2022-11-23 21:19:59.962+00|71.599998|||temp
710|250019001247343339383037|2022-11-23 21:21:56.54691+00|2022-11-23 21:21:56.527+00|92.276929|||tempA0
711|250019001247343339383037|2022-11-23 21:21:56.586104+00|2022-11-23 21:21:56.564+00||4||wifi
712|250019001247343339383037|2022-11-23 21:21:56.587536+00|2022-11-23 21:21:56.564+00|92.567026|||tempA4
713|e00fce685f262f4ea1486367|2022-11-23 21:25:00.020753+00|2022-11-23 21:24:59.994+00|71.599998|||temp
714|250019001247343339383037|2022-11-23 21:26:56.53917+00|2022-11-23 21:26:56.52+00|93.43736|||tempA0
715|250019001247343339383037|2022-11-23 21:26:56.622346+00|2022-11-23 21:26:56.6+00||4||wifi
716|250019001247343339383037|2022-11-23 21:26:56.625021+00|2022-11-23 21:26:56.6+00|92.857145|||tempA4
717|e00fce685f262f4ea1486367|2022-11-23 21:30:00.057334+00|2022-11-23 21:30:00.026+00|69.800003|||temp
718|250019001247343339383037|2022-11-23 21:31:56.53754+00|2022-11-23 21:31:56.518+00|93.147252|||tempA0
719|250019001247343339383037|2022-11-23 21:31:56.637378+00|2022-11-23 21:31:56.617+00||4||wifi
720|250019001247343339383037|2022-11-23 21:31:56.639043+00|2022-11-23 21:31:56.617+00|92.276929|||tempA4
721|e00fce685f262f4ea1486367|2022-11-23 21:35:00.151138+00|2022-11-23 21:35:00.124+00|69.800003|||temp
722|250019001247343339383037|2022-11-23 21:36:56.535569+00|2022-11-23 21:36:56.517+00|92.712091|||tempA0
723|250019001247343339383037|2022-11-23 21:36:56.61829+00|2022-11-23 21:36:56.596+00||4||wifi
724|250019001247343339383037|2022-11-23 21:36:56.621305+00|2022-11-23 21:36:56.596+00|92.712091|||tempA4
725|e00fce685f262f4ea1486367|2022-11-23 21:40:00.136281+00|2022-11-23 21:40:00.091+00|69.800003|||temp
726|250019001247343339383037|2022-11-23 21:41:56.533941+00|2022-11-23 21:41:56.515+00|93.147252|||tempA0
727|250019001247343339383037|2022-11-23 21:41:56.569678+00|2022-11-23 21:41:56.551+00||4||wifi
728|250019001247343339383037|2022-11-23 21:41:56.571975+00|2022-11-23 21:41:56.551+00|93.147252|||tempA4
729|e00fce685f262f4ea1486367|2022-11-23 21:45:00.172413+00|2022-11-23 21:45:00.139+00|69.800003|||temp
730|250019001247343339383037|2022-11-23 21:46:56.53817+00|2022-11-23 21:46:56.519+00|92.567026|||tempA0
731|250019001247343339383037|2022-11-23 21:46:56.667185+00|2022-11-23 21:46:56.645+00||4||wifi
732|250019001247343339383037|2022-11-23 21:46:56.670326+00|2022-11-23 21:46:56.645+00|93.002198|||tempA4
733|e00fce685f262f4ea1486367|2022-11-23 21:50:00.185214+00|2022-11-23 21:50:00.16+00|69.800003|||temp
734|250019001247343339383037|2022-11-23 21:51:56.537801+00|2022-11-23 21:51:56.512+00|93.43736|||tempA0
735|250019001247343339383037|2022-11-23 21:51:56.621712+00|2022-11-23 21:51:56.591+00||4||wifi
736|250019001247343339383037|2022-11-23 21:51:56.624661+00|2022-11-23 21:51:56.591+00|92.276929|||tempA4
737|e00fce685f262f4ea1486367|2022-11-23 21:55:00.212317+00|2022-11-23 21:55:00.19+00|69.800003|||temp
738|250019001247343339383037|2022-11-23 21:56:56.533031+00|2022-11-23 21:56:56.511+00|93.582414|||tempA0
739|250019001247343339383037|2022-11-23 21:56:56.612617+00|2022-11-23 21:56:56.589+00|92.567026|||tempA4
740|250019001247343339383037|2022-11-23 21:56:56.614613+00|2022-11-23 21:56:56.589+00||4||wifi
741|e00fce685f262f4ea1486367|2022-11-23 22:00:00.295203+00|2022-11-23 22:00:00.246+00|69.800003|||temp
742|250019001247343339383037|2022-11-23 22:01:56.529089+00|2022-11-23 22:01:56.508+00|92.857145|||tempA0
743|250019001247343339383037|2022-11-23 22:01:56.608708+00|2022-11-23 22:01:56.584+00||4||wifi
744|250019001247343339383037|2022-11-23 22:01:56.611449+00|2022-11-23 22:01:56.584+00|92.567026|||tempA4
745|e00fce685f262f4ea1486367|2022-11-23 22:05:00.287778+00|2022-11-23 22:05:00.264+00|69.800003|||temp
746|250019001247343339383037|2022-11-23 22:06:56.529506+00|2022-11-23 22:06:56.509+00|93.43736|||tempA0
747|250019001247343339383037|2022-11-23 22:06:56.568416+00|2022-11-23 22:06:56.545+00|91.841757|||tempA4
748|250019001247343339383037|2022-11-23 22:06:56.572461+00|2022-11-23 22:06:56.545+00||4||wifi
749|e00fce685f262f4ea1486367|2022-11-23 22:10:00.312414+00|2022-11-23 22:10:00.283+00|69.800003|||temp
750|250019001247343339383037|2022-11-23 22:11:56.52559+00|2022-11-23 22:11:56.505+00|92.857145|||tempA0
751|250019001247343339383037|2022-11-23 22:11:56.565032+00|2022-11-23 22:11:56.544+00||4||wifi
752|250019001247343339383037|2022-11-23 22:11:56.566938+00|2022-11-23 22:11:56.544+00|93.002198|||tempA4
753|e00fce685f262f4ea1486367|2022-11-23 22:15:00.435236+00|2022-11-23 22:15:00.406+00|69.800003|||temp
754|250019001247343339383037|2022-11-23 22:16:56.528545+00|2022-11-23 22:16:56.506+00|93.727479|||tempA0
755|250019001247343339383037|2022-11-23 22:16:56.557304+00|2022-11-23 22:16:56.536+00||4||wifi
756|250019001247343339383037|2022-11-23 22:16:56.559689+00|2022-11-23 22:16:56.536+00|92.276929|||tempA4
757|e00fce685f262f4ea1486367|2022-11-23 22:20:00.373675+00|2022-11-23 22:20:00.351+00|69.800003|||temp
758|250019001247343339383037|2022-11-23 22:21:56.523419+00|2022-11-23 22:21:56.502+00|93.292306|||tempA0
759|250019001247343339383037|2022-11-23 22:21:56.578767+00|2022-11-23 22:21:56.543+00||4||wifi
760|250019001247343339383037|2022-11-23 22:21:56.583548+00|2022-11-23 22:21:56.543+00|93.147252|||tempA4
761|e00fce685f262f4ea1486367|2022-11-23 22:25:00.407092+00|2022-11-23 22:25:00.382+00|69.800003|||temp
762|250019001247343339383037|2022-11-23 22:26:56.523932+00|2022-11-23 22:26:56.503+00|93.002198|||tempA0
763|250019001247343339383037|2022-11-23 22:26:56.596584+00|2022-11-23 22:26:56.576+00||4||wifi
764|250019001247343339383037|2022-11-23 22:26:56.599017+00|2022-11-23 22:26:56.576+00|93.147252|||tempA4
765|e00fce685f262f4ea1486367|2022-11-23 22:30:00.439048+00|2022-11-23 22:30:00.413+00|69.800003|||temp
766|250019001247343339383037|2022-11-23 22:31:56.522011+00|2022-11-23 22:31:56.498+00|93.43736|||tempA0
767|250019001247343339383037|2022-11-23 22:31:56.599603+00|2022-11-23 22:31:56.579+00||4||wifi
768|250019001247343339383037|2022-11-23 22:31:56.602424+00|2022-11-23 22:31:56.578+00|92.857145|||tempA4
769|e00fce685f262f4ea1486367|2022-11-23 22:35:00.468265+00|2022-11-23 22:35:00.445+00|69.800003|||temp
770|250019001247343339383037|2022-11-23 22:36:56.518193+00|2022-11-23 22:36:56.497+00|93.582414|||tempA0
771|250019001247343339383037|2022-11-23 22:36:56.612411+00|2022-11-23 22:36:56.591+00||4||wifi
772|250019001247343339383037|2022-11-23 22:36:56.615213+00|2022-11-23 22:36:56.591+00|93.582414|||tempA4
773|e00fce685f262f4ea1486367|2022-11-23 22:40:00.529104+00|2022-11-23 22:40:00.505+00|69.800003|||temp
774|250019001247343339383037|2022-11-23 22:41:56.518406+00|2022-11-23 22:41:56.498+00|93.582414|||tempA0
775|250019001247343339383037|2022-11-23 22:41:56.559791+00|2022-11-23 22:41:56.539+00||4||wifi
776|250019001247343339383037|2022-11-23 22:41:56.561814+00|2022-11-23 22:41:56.539+00|92.567026|||tempA4
777|e00fce685f262f4ea1486367|2022-11-23 22:45:00.557295+00|2022-11-23 22:45:00.534+00|69.800003|||temp
778|250019001247343339383037|2022-11-23 22:46:56.518007+00|2022-11-23 22:46:56.494+00|93.292306|||tempA0
779|250019001247343339383037|2022-11-23 22:46:56.590748+00|2022-11-23 22:46:56.571+00||4||wifi
780|250019001247343339383037|2022-11-23 22:46:56.592919+00|2022-11-23 22:46:56.571+00|93.43736|||tempA4
781|e00fce685f262f4ea1486367|2022-11-23 22:50:00.686234+00|2022-11-23 22:50:00.661+00|69.800003|||temp
782|250019001247343339383037|2022-11-23 22:51:56.511559+00|2022-11-23 22:51:56.492+00|94.017576|||tempA0
783|250019001247343339383037|2022-11-23 22:51:56.5879+00|2022-11-23 22:51:56.571+00||4||wifi
784|250019001247343339383037|2022-11-23 22:51:56.617731+00|2022-11-23 22:51:56.571+00|93.43736|||tempA4
785|e00fce685f262f4ea1486367|2022-11-23 22:55:00.62373+00|2022-11-23 22:55:00.602+00|69.800003|||temp
786|250019001247343339383037|2022-11-23 22:56:56.510597+00|2022-11-23 22:56:56.49+00|93.872532|||tempA0
787|250019001247343339383037|2022-11-23 22:56:56.581529+00|2022-11-23 22:56:56.565+00||4||wifi
788|250019001247343339383037|2022-11-23 22:56:56.587987+00|2022-11-23 22:56:56.565+00|93.582414|||tempA4
789|e00fce685f262f4ea1486367|2022-11-23 23:00:00.69124+00|2022-11-23 23:00:00.664+00|69.800003|||temp
790|250019001247343339383037|2022-11-23 23:01:56.555822+00|2022-11-23 23:01:56.537+00|93.727479|||tempA0
791|250019001247343339383037|2022-11-23 23:01:56.582737+00|2022-11-23 23:01:56.566+00||4||wifi
792|250019001247343339383037|2022-11-23 23:01:56.587163+00|2022-11-23 23:01:56.565+00|93.582414|||tempA4
793|e00fce685f262f4ea1486367|2022-11-23 23:05:00.733254+00|2022-11-23 23:05:00.707+00|69.800003|||temp
794|250019001247343339383037|2022-11-23 23:06:56.509631+00|2022-11-23 23:06:56.487+00|93.582414|||tempA0
795|250019001247343339383037|2022-11-23 23:06:56.606054+00|2022-11-23 23:06:56.584+00||4||wifi
796|250019001247343339383037|2022-11-23 23:06:56.608762+00|2022-11-23 23:06:56.583+00|93.43736|||tempA4
797|e00fce685f262f4ea1486367|2022-11-23 23:10:00.737118+00|2022-11-23 23:10:00.715+00|69.800003|||temp
798|250019001247343339383037|2022-11-23 23:11:56.505518+00|2022-11-23 23:11:56.486+00|93.582414|||tempA0
799|250019001247343339383037|2022-11-23 23:11:56.580835+00|2022-11-23 23:11:56.563+00||4||wifi
800|250019001247343339383037|2022-11-23 23:11:56.583921+00|2022-11-23 23:11:56.563+00|93.582414|||tempA4
801|e00fce685f262f4ea1486367|2022-11-23 23:15:00.754995+00|2022-11-23 23:15:00.73+00|69.800003|||temp
802|250019001247343339383037|2022-11-23 23:16:56.502802+00|2022-11-23 23:16:56.484+00|93.582414|||tempA0
803|250019001247343339383037|2022-11-23 23:16:56.577101+00|2022-11-23 23:16:56.56+00||4||wifi
804|250019001247343339383037|2022-11-23 23:16:56.599784+00|2022-11-23 23:16:56.56+00|93.872532|||tempA4
805|e00fce685f262f4ea1486367|2022-11-23 23:20:00.782086+00|2022-11-23 23:20:00.759+00|69.800003|||temp
806|250019001247343339383037|2022-11-23 23:21:56.502244+00|2022-11-23 23:21:56.483+00|93.727479|||tempA0
807|250019001247343339383037|2022-11-23 23:21:56.578282+00|2022-11-23 23:21:56.558+00||4||wifi
808|250019001247343339383037|2022-11-23 23:21:56.627153+00|2022-11-23 23:21:56.557+00|94.017576|||tempA4
809|e00fce685f262f4ea1486367|2022-11-23 23:25:00.815192+00|2022-11-23 23:25:00.791+00|69.800003|||temp
810|250019001247343339383037|2022-11-23 23:26:56.509521+00|2022-11-23 23:26:56.49+00|94.017576|||tempA0
811|250019001247343339383037|2022-11-23 23:26:56.606278+00|2022-11-23 23:26:56.574+00||4||wifi
812|250019001247343339383037|2022-11-23 23:26:56.609273+00|2022-11-23 23:26:56.574+00|93.727479|||tempA4
813|e00fce685f262f4ea1486367|2022-11-23 23:30:00.951735+00|2022-11-23 23:30:00.922+00|69.800003|||temp
814|250019001247343339383037|2022-11-23 23:31:56.503772+00|2022-11-23 23:31:56.483+00|93.872532|||tempA0
815|250019001247343339383037|2022-11-23 23:31:56.586137+00|2022-11-23 23:31:56.568+00||4||wifi
816|250019001247343339383037|2022-11-23 23:31:56.590653+00|2022-11-23 23:31:56.568+00|93.582414|||tempA4
817|e00fce685f262f4ea1486367|2022-11-23 23:35:00.884199+00|2022-11-23 23:35:00.855+00|69.800003|||temp
818|250019001247343339383037|2022-11-23 23:36:56.499158+00|2022-11-23 23:36:56.479+00|93.582414|||tempA0
819|250019001247343339383037|2022-11-23 23:36:56.610214+00|2022-11-23 23:36:56.558+00||4||wifi
820|250019001247343339383037|2022-11-23 23:36:56.61284+00|2022-11-23 23:36:56.558+00|94.307694|||tempA4
821|e00fce685f262f4ea1486367|2022-11-23 23:40:00.911977+00|2022-11-23 23:40:00.888+00|69.800003|||temp
822|250019001247343339383037|2022-11-23 23:41:56.495765+00|2022-11-23 23:41:56.476+00|93.727479|||tempA0
823|250019001247343339383037|2022-11-23 23:41:56.645815+00|2022-11-23 23:41:56.623+00||4||wifi
824|250019001247343339383037|2022-11-23 23:41:56.652945+00|2022-11-23 23:41:56.623+00|93.872532|||tempA4
825|e00fce685f262f4ea1486367|2022-11-23 23:45:00.941998+00|2022-11-23 23:45:00.921+00|69.800003|||temp
826|250019001247343339383037|2022-11-23 23:46:56.494263+00|2022-11-23 23:46:56.474+00|93.727479|||tempA0
827|250019001247343339383037|2022-11-23 23:46:56.653828+00|2022-11-23 23:46:56.628+00||4||wifi
828|250019001247343339383037|2022-11-23 23:46:56.656164+00|2022-11-23 23:46:56.628+00|93.872532|||tempA4
829|e00fce685f262f4ea1486367|2022-11-23 23:50:00.979629+00|2022-11-23 23:50:00.956+00|69.800003|||temp
830|250019001247343339383037|2022-11-23 23:51:56.492267+00|2022-11-23 23:51:56.473+00|93.727479|||tempA0
831|250019001247343339383037|2022-11-23 23:51:56.567328+00|2022-11-23 23:51:56.55+00||4||wifi
832|250019001247343339383037|2022-11-23 23:51:56.573455+00|2022-11-23 23:51:56.55+00|93.582414|||tempA4
833|e00fce685f262f4ea1486367|2022-11-23 23:55:01.011579+00|2022-11-23 23:55:00.988+00|69.800003|||temp
834|250019001247343339383037|2022-11-23 23:56:56.493275+00|2022-11-23 23:56:56.472+00|93.582414|||tempA0
835|250019001247343339383037|2022-11-23 23:56:56.612646+00|2022-11-23 23:56:56.586+00||4||wifi
836|250019001247343339383037|2022-11-23 23:56:56.616931+00|2022-11-23 23:56:56.586+00|93.872532|||tempA4
837|e00fce685f262f4ea1486367|2022-11-24 00:00:01.071283+00|2022-11-24 00:00:01.046+00|69.800003|||temp
838|250019001247343339383037|2022-11-24 00:01:56.488919+00|2022-11-24 00:01:56.47+00|93.727479|||tempA0
839|250019001247343339383037|2022-11-24 00:01:56.591636+00|2022-11-24 00:01:56.569+00||4||wifi
840|250019001247343339383037|2022-11-24 00:01:56.595011+00|2022-11-24 00:01:56.569+00|93.872532|||tempA4
841|e00fce685f262f4ea1486367|2022-11-24 00:05:01.071248+00|2022-11-24 00:05:01.049+00|69.800003|||temp
842|250019001247343339383037|2022-11-24 00:06:56.491243+00|2022-11-24 00:06:56.471+00|93.582414|||tempA0
843|250019001247343339383037|2022-11-24 00:06:56.561259+00|2022-11-24 00:06:56.543+00||4||wifi
844|250019001247343339383037|2022-11-24 00:06:56.563494+00|2022-11-24 00:06:56.543+00|93.582414|||tempA4
845|e00fce685f262f4ea1486367|2022-11-24 00:10:01.153838+00|2022-11-24 00:10:01.126+00|69.800003|||temp
846|250019001247343339383037|2022-11-24 00:11:56.485404+00|2022-11-24 00:11:56.466+00|93.292306|||tempA0
847|250019001247343339383037|2022-11-24 00:11:56.566544+00|2022-11-24 00:11:56.546+00||4||wifi
848|250019001247343339383037|2022-11-24 00:11:56.569556+00|2022-11-24 00:11:56.546+00|93.872532|||tempA4
849|e00fce685f262f4ea1486367|2022-11-24 00:15:01.173251+00|2022-11-24 00:15:01.148+00|69.800003|||temp
850|250019001247343339383037|2022-11-24 00:16:56.491792+00|2022-11-24 00:16:56.471+00|93.872532|||tempA0
851|250019001247343339383037|2022-11-24 00:16:56.513721+00|2022-11-24 00:16:56.497+00||4||wifi
852|250019001247343339383037|2022-11-24 00:16:56.516701+00|2022-11-24 00:16:56.497+00|93.582414|||tempA4
853|e00fce685f262f4ea1486367|2022-11-24 00:20:01.30839+00|2022-11-24 00:20:01.274+00|69.800003|||temp
854|250019001247343339383037|2022-11-24 00:21:56.483239+00|2022-11-24 00:21:56.463+00|93.872532|||tempA0
855|250019001247343339383037|2022-11-24 00:21:56.560832+00|2022-11-24 00:21:56.543+00||4||wifi
856|250019001247343339383037|2022-11-24 00:21:56.565546+00|2022-11-24 00:21:56.543+00|93.582414|||tempA4
857|e00fce685f262f4ea1486367|2022-11-24 00:25:01.199468+00|2022-11-24 00:25:01.177+00|69.800003|||temp
858|250019001247343339383037|2022-11-24 00:26:56.500113+00|2022-11-24 00:26:56.475+00|93.727479|||tempA0
859|250019001247343339383037|2022-11-24 00:26:56.583859+00|2022-11-24 00:26:56.561+00||4||wifi
860|250019001247343339383037|2022-11-24 00:26:56.586108+00|2022-11-24 00:26:56.561+00|93.582414|||tempA4
861|e00fce685f262f4ea1486367|2022-11-24 00:30:01.267225+00|2022-11-24 00:30:01.242+00|69.800003|||temp
862|250019001247343339383037|2022-11-24 00:31:56.485127+00|2022-11-24 00:31:56.465+00|93.727479|||tempA0
863|250019001247343339383037|2022-11-24 00:31:56.566978+00|2022-11-24 00:31:56.549+00||4||wifi
864|250019001247343339383037|2022-11-24 00:31:56.569439+00|2022-11-24 00:31:56.549+00|94.017576|||tempA4
865|e00fce685f262f4ea1486367|2022-11-24 00:35:01.343377+00|2022-11-24 00:35:01.286+00|69.800003|||temp
866|250019001247343339383037|2022-11-24 00:36:56.47788+00|2022-11-24 00:36:56.458+00|94.307694|||tempA0
867|250019001247343339383037|2022-11-24 00:36:56.564073+00|2022-11-24 00:36:56.542+00|93.43736|||tempA4
868|250019001247343339383037|2022-11-24 00:36:56.564896+00|2022-11-24 00:36:56.542+00||4||wifi
869|e00fce685f262f4ea1486367|2022-11-24 00:40:01.301262+00|2022-11-24 00:40:01.276+00|69.800003|||temp
870|250019001247343339383037|2022-11-24 00:41:56.481646+00|2022-11-24 00:41:56.457+00|93.292306|||tempA0
871|250019001247343339383037|2022-11-24 00:41:56.529135+00|2022-11-24 00:41:56.501+00||4||wifi
872|250019001247343339383037|2022-11-24 00:41:56.531953+00|2022-11-24 00:41:56.501+00|93.582414|||tempA4
873|e00fce685f262f4ea1486367|2022-11-24 00:45:01.350199+00|2022-11-24 00:45:01.311+00|69.800003|||temp
874|250019001247343339383037|2022-11-24 00:46:56.486558+00|2022-11-24 00:46:56.465+00|93.582414|||tempA0
875|250019001247343339383037|2022-11-24 00:46:56.526894+00|2022-11-24 00:46:56.501+00||4||wifi
876|250019001247343339383037|2022-11-24 00:46:56.530405+00|2022-11-24 00:46:56.501+00|94.017576|||tempA4
877|e00fce685f262f4ea1486367|2022-11-24 00:50:01.364125+00|2022-11-24 00:50:01.339+00|69.800003|||temp
878|250019001247343339383037|2022-11-24 00:51:56.474853+00|2022-11-24 00:51:56.454+00|94.017576|||tempA0
879|250019001247343339383037|2022-11-24 00:51:56.612024+00|2022-11-24 00:51:56.587+00||4||wifi
880|250019001247343339383037|2022-11-24 00:51:56.61462+00|2022-11-24 00:51:56.587+00|93.147252|||tempA4
881|e00fce685f262f4ea1486367|2022-11-24 00:55:01.397551+00|2022-11-24 00:55:01.372+00|69.800003|||temp
882|250019001247343339383037|2022-11-24 00:56:56.522395+00|2022-11-24 00:56:56.495+00|93.582414|||tempA0
883|250019001247343339383037|2022-11-24 00:56:56.56308+00|2022-11-24 00:56:56.538+00|93.727479|||tempA4
884|250019001247343339383037|2022-11-24 00:56:56.591507+00|2022-11-24 00:56:56.538+00||4||wifi
885|e00fce685f262f4ea1486367|2022-11-24 01:00:01.435969+00|2022-11-24 01:00:01.407+00|69.800003|||temp
886|250019001247343339383037|2022-11-24 01:01:56.480921+00|2022-11-24 01:01:56.453+00|93.872532|||tempA0
887|250019001247343339383037|2022-11-24 01:01:56.552248+00|2022-11-24 01:01:56.531+00||4||wifi
888|250019001247343339383037|2022-11-24 01:01:56.554201+00|2022-11-24 01:01:56.531+00|93.292306|||tempA4
889|e00fce685f262f4ea1486367|2022-11-24 01:05:01.478262+00|2022-11-24 01:05:01.443+00|69.800003|||temp
890|250019001247343339383037|2022-11-24 01:06:56.541283+00|2022-11-24 01:06:56.515+00|93.727479|||tempA0
891|250019001247343339383037|2022-11-24 01:06:56.552562+00|2022-11-24 01:06:56.53+00||4||wifi
892|250019001247343339383037|2022-11-24 01:06:56.555259+00|2022-11-24 01:06:56.53+00|94.017576|||tempA4
893|e00fce685f262f4ea1486367|2022-11-24 01:10:01.535761+00|2022-11-24 01:10:01.472+00|69.800003|||temp
894|250019001247343339383037|2022-11-24 01:11:56.469066+00|2022-11-24 01:11:56.447+00|93.43736|||tempA0
895|250019001247343339383037|2022-11-24 01:11:56.501487+00|2022-11-24 01:11:56.483+00||4||wifi
896|250019001247343339383037|2022-11-24 01:11:56.522301+00|2022-11-24 01:11:56.482+00|93.872532|||tempA4
897|e00fce685f262f4ea1486367|2022-11-24 01:15:01.527795+00|2022-11-24 01:15:01.505+00|69.800003|||temp
898|250019001247343339383037|2022-11-24 01:16:56.466509+00|2022-11-24 01:16:56.446+00|93.727479|||tempA0
899|250019001247343339383037|2022-11-24 01:16:56.603326+00|2022-11-24 01:16:56.581+00||4||wifi
900|250019001247343339383037|2022-11-24 01:16:56.606117+00|2022-11-24 01:16:56.581+00|93.872532|||tempA4
901|e00fce685f262f4ea1486367|2022-11-24 01:20:01.67567+00|2022-11-24 01:20:01.647+00|69.800003|||temp
902|250019001247343339383037|2022-11-24 01:21:56.470761+00|2022-11-24 01:21:56.451+00|93.727479|||tempA0
903|250019001247343339383037|2022-11-24 01:21:56.551046+00|2022-11-24 01:21:56.531+00||4||wifi
904|250019001247343339383037|2022-11-24 01:21:56.553829+00|2022-11-24 01:21:56.531+00|94.16264|||tempA4
905|e00fce685f262f4ea1486367|2022-11-24 01:25:01.590096+00|2022-11-24 01:25:01.568+00|69.800003|||temp
906|250019001247343339383037|2022-11-24 01:26:56.478377+00|2022-11-24 01:26:56.442+00|93.43736|||tempA0
